Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
649216a3fd74d781b8c6374b,60e4c1ed4967ef05aa4f5ac0,APPROVED,2023-06-20T21:14:15.677000Z,2023-06-20T21:22:44.601000Z,2023-06-21T14:48:43.065000,2023-06-20T21:22:48.252025Z,509,C92BA3A3,2,23,Male,DATA_EXPIRED,United States,United States,United States,English,No,DATA_EXPIRED
649217e13d5566e93e76d95b,612e884e2ec0438a171eda90,APPROVED,2023-06-20T21:19:32.483000Z,2023-06-20T21:29:45.510000Z,2023-06-21T14:49:08.217000,2023-06-20T21:29:47.829274Z,614,C92BA3A3,217,35,Female,Mixed,United States,United States,United States,English,No,Unemployed (and job seeking)
649218de0520979b2b5b035a,5f0f9dd625153217f188084b,APPROVED,2023-06-20T21:24:04.125000Z,2023-06-20T21:43:26.441000Z,2023-06-21T14:49:08.381000,2023-06-20T21:43:26.919445Z,1163,C92BA3A3,813,58,Female,Mixed,United States,United States,United States,English,No,Part-Time
64921908cb362559c5f5eb11,647f5b72256d6f1e6fe0d7b7,APPROVED,2023-06-20T21:24:31.939000Z,2023-06-20T21:39:58.551000Z,2023-06-21T14:48:43.224000,2023-06-20T21:39:59.482810Z,927,C92BA3A3,12,54,Male,White,Portugal,United States,United States,English,No,Part-Time
6492198a6f5f84a8f823858e,5397abb5fdf99b1ccc3f1223,APPROVED,2023-06-20T21:26:38.996000Z,2023-06-20T21:34:35.331000Z,2023-06-21T14:48:43.823000,2023-06-20T21:34:35.846386Z,477,C92BA3A3,828,31,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
649219b5f71550eb01644081,6110953a4611ca7111e010d7,APPROVED,2023-06-20T21:27:30.340000Z,2023-06-20T21:32:00.962000Z,2023-06-21T14:49:08.540000,2023-06-20T21:32:01.899860Z,271,C92BA3A3,152,21,Female,White,United States,United States,United States,English,Yes,Part-Time
649219fb99e3729e0dc7ed66,631813267e7e782d6759550b,APPROVED,2023-06-20T21:28:30.871000Z,2023-06-20T21:33:55.708000Z,2023-06-21T14:48:43.970000,2023-06-20T21:33:56.190129Z,325,C92BA3A3,829,27,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64921a6da7ad89c75c51ea9f,629916508c39af7f2a9a37ac,APPROVED,2023-06-20T21:30:25.088000Z,2023-06-20T21:35:01.058000Z,2023-06-21T14:49:08.697000,2023-06-20T21:35:02.531385Z,276,C92BA3A3,209,27,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
64921be575627348bd767114,644153e98cfd7f44f61c1d1c,APPROVED,2023-06-20T21:36:43.203000Z,2023-06-20T21:47:06.284000Z,2023-06-21T14:49:09.232000,2023-06-20T21:47:06.825371Z,624,C92BA3A3,85,48,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
64921caa656f7a7a2a948ee0,64408b4921bee382014b3233,APPROVED,2023-06-20T21:39:58.363000Z,2023-06-20T21:46:50.780000Z,2023-06-21T14:49:09.391000,2023-06-20T21:46:53.421465Z,413,C92BA3A3,112,63,Female,White,United States,United States,United States,English,No,Part-Time
64921cbdcb9d3c09f692eafa,63d401231ce1adad24d6c9f7,APPROVED,2023-06-20T21:40:17.255000Z,2023-06-20T21:47:57.226000Z,2023-06-21T14:48:44.126000,2023-06-20T21:47:57.733823Z,460,C92BA3A3,67,26,Male,White,United States,United States,United States,English,Yes,Due to start a new job within the next month
64921cce3c44b4398522c4fa,644f3fab7952c36c2bfa3393,APPROVED,2023-06-20T21:41:25.499000Z,2023-06-20T21:57:49.647000Z,2023-06-21T14:49:09.549000,2023-06-20T21:57:50.404984Z,985,C92BA3A3,12,54,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
64921ce99aeb3b91fb9317ae,63d7dbe5ff4bd7d5e6caef3c,APPROVED,2023-06-20T21:49:27.435000Z,2023-06-20T21:55:13.884000Z,2023-06-21T14:48:44.300000,2023-06-20T21:55:14.385994Z,347,C92BA3A3,439,27,Male,White,United States,United States,United States,English,Yes,DATA_EXPIRED
64921cf72feccf01e4adaace,60ff2e1740bd729c09d69392,APPROVED,2023-06-20T21:41:13.496000Z,2023-06-20T21:45:28.045000Z,2023-06-21T14:49:09.708000,2023-06-20T21:45:28.747762Z,255,C92BA3A3,938,23,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64921cfe77baaa03ab3a4b91,640a9c59dbc97d5a09a18c6f,APPROVED,2023-06-20T21:41:23.525000Z,2023-06-20T21:54:05.259000Z,2023-06-21T14:48:44.446000,2023-06-20T21:54:05.983110Z,762,C92BA3A3,261,19,Male,Mixed,United States,United States,United States,English,Yes,Other
64921d1d56f32674d9bc32ed,608078f433346dd7a841b511,APPROVED,2023-06-20T21:41:53.835000Z,2023-06-20T21:53:02.986000Z,2023-06-21T14:49:09.873000,2023-06-20T21:53:03.441638Z,670,C92BA3A3,532,38,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64921d20ec8b7983a6a4ae74,63cc4ca8aa8ed478722c8a7c,APPROVED,2023-06-20T21:41:56.529000Z,2023-06-20T21:48:39.981000Z,2023-06-21T14:48:44.596000,2023-06-20T21:48:40.451147Z,404,C92BA3A3,803,53,Male,White,United States,United States,United States,English,No,Other
64921d2b565b84c9440f317d,63f804e5483d1817b4f207b9,APPROVED,2023-06-20T21:42:08.813000Z,2023-06-20T21:54:12.277000Z,2023-06-21T14:48:44.754000,2023-06-20T21:54:12.864339Z,724,C92BA3A3,95,25,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
64921d3c681224c13d8b984e,632b5400bf46cdb11db9f588,APPROVED,2023-06-20T21:42:23.654000Z,2023-06-20T21:45:51.222000Z,2023-06-21T14:48:44.932000,2023-06-20T21:45:51.763340Z,208,C92BA3A3,220,26,Male,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64921d69a4f45408bfadaaaa,60270e34a96fc013be45276a,APPROVED,2023-06-20T21:43:10.295000Z,2023-06-20T22:25:22.535000Z,2023-06-21T14:49:10.049000,2023-06-20T22:25:23.063456Z,2533,C92BA3A3,56,45,Female,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
64921d6f23e22ac9a7a4ae56,608b545dac4ff506d7f01f04,APPROVED,2023-06-20T21:43:15.283000Z,2023-06-20T21:48:05.302000Z,2023-06-21T14:49:10.209000,2023-06-20T21:48:05.730189Z,291,C92BA3A3,1982,27,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64921d96565b84c9440f3197,5ee2d96eac3291203650f16e,APPROVED,2023-06-20T21:43:52.655000Z,2023-06-20T21:48:41.920000Z,2023-06-21T14:48:45.087000,2023-06-20T21:48:42.371450Z,290,C92BA3A3,2444,27,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
64921d9714dd1b0554fbded4,634d432d2ede39ffa2e81c2a,APPROVED,2023-06-20T21:43:56.683000Z,2023-06-20T21:49:28.782000Z,2023-06-21T14:48:45.241000,2023-06-20T21:49:30.741339Z,333,C92BA3A3,41,49,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
64921dad6204871837f13367,63d17cf704d2d7053d56b962,APPROVED,2023-06-20T21:44:20.573000Z,2023-06-20T21:48:52.899000Z,2023-06-21T14:48:45.394000,2023-06-20T21:48:53.380850Z,273,C92BA3A3,1086,23,Male,White,United States,United States,United States,English,Yes,Full-Time
64921dc3d90b30dadafe7416,60144cac1e8f203e861fc5f6,APPROVED,2023-06-20T21:44:40.420000Z,2023-06-20T21:48:44.718000Z,2023-06-21T14:48:45.541000,2023-06-20T21:48:45.407401Z,245,C92BA3A3,3140,31,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
64921dc85a7a2f07f127502a,5a044fbc074b190001251565,APPROVED,2023-06-20T21:44:45.083000Z,2023-06-20T21:52:42.367000Z,2023-06-21T14:49:10.367000,2023-06-20T21:52:42.860029Z,478,C92BA3A3,1027,45,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64921df2b37542fe3334960d,636c2c5de21b3d5ba69db1b7,APPROVED,2023-06-20T21:45:22.555000Z,2023-06-20T21:50:28.766000Z,2023-06-21T14:48:45.685000,2023-06-20T21:50:30.271986Z,307,C92BA3A3,1315,52,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64921e0a5a7a2f07f127503d,6361b53c44c9c4ebeb619db1,APPROVED,2023-06-20T21:46:37.463000Z,2023-06-20T21:50:28.209000Z,2023-06-21T14:48:45.837000,2023-06-20T21:50:28.664735Z,231,C92BA3A3,1352,22,Male,Mixed,United States,United States,United States,English,Yes,Unemployed (and job seeking)
64921e1bcc7dbb89b5677802,5c39109c1ede2b0001158a3d,APPROVED,2023-06-20T21:46:08.909000Z,2023-06-20T21:55:09.605000Z,2023-06-21T14:48:45.983000,2023-06-20T21:55:10.503006Z,541,C92BA3A3,11,39,Male,DATA_EXPIRED,United States,United States,United States,English,No,DATA_EXPIRED
64921e25f518585f5f9870fd,60ae54561666056b2558ba4d,APPROVED,2023-06-20T21:46:15.795000Z,2023-06-20T21:53:12.087000Z,2023-06-21T14:48:46.141000,2023-06-20T21:53:13.363587Z,417,C92BA3A3,2542,39,Male,Other,Germany,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64921e616f4494a308c30572,62975dde669d0ba04b3ec048,APPROVED,2023-06-20T21:47:22.577000Z,2023-06-20T21:52:05.402000Z,2023-06-21T14:49:10.519000,2023-06-20T21:52:05.875150Z,283,C92BA3A3,476,26,Female,Other,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64921e776f6e06cad4da6d34,6029fbe69d62524074a994ac,APPROVED,2023-06-20T21:47:39.491000Z,2023-06-20T21:57:39.812000Z,2023-06-21T14:49:10.677000,2023-06-20T21:57:40.334260Z,601,C92BA3A3,2682,DATA_EXPIRED,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64921e8f60b949c5ef9870d5,643c54a621bc0a29bc672cfb,APPROVED,2023-06-20T21:48:04.608000Z,2023-06-20T21:55:53.379000Z,2023-06-21T14:49:10.838000,2023-06-20T21:55:53.901173Z,469,C92BA3A3,239,51,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64921e95c8c6781e07149f1f,571c944ee1d2ec0012a68677,APPROVED,2023-06-20T21:48:10.348000Z,2023-06-20T21:59:52.080000Z,2023-06-21T14:49:10.997000,2023-06-20T21:59:52.592782Z,702,C92BA3A3,815,62,Female,White,United Kingdom,United States,United States,English,No,Other
64921f015852436ed2a962ab,5efaffccf90911000c95a3cb,APPROVED,2023-06-20T21:49:55.227000Z,2023-06-20T22:00:24.337000Z,2023-06-21T14:48:46.298000,2023-06-20T22:00:28.393911Z,630,C92BA3A3,920,32,Male,White,United States,United States,United States,English,No,Full-Time
64921f077fcc48fd981f2c6d,60fef5e3fcf20869f41b9862,APPROVED,2023-06-20T21:50:02.894000Z,2023-06-20T22:00:03.982000Z,2023-06-21T14:49:11.154000,2023-06-20T22:00:04.524678Z,602,C92BA3A3,307,20,Female,Mixed,United States,United States,United States,English,Yes,Due to start a new job within the next month
64921fc531d86644824c4f1b,646d53d90b1b0ceddb776f59,APPROVED,2023-06-20T21:53:13.340000Z,2023-06-20T22:01:47.183000Z,2023-06-21T14:49:11.306000,2023-06-20T22:01:47.757114Z,514,C92BA3A3,49,48,Female,White,United States,United States,United States,English,No,Part-Time
6492203b4ed720cbc0a1c027,5b75d448be28580001b5a603,APPROVED,2023-06-20T21:55:12.176000Z,2023-06-20T22:04:02.454000Z,2023-06-21T14:48:46.446000,2023-06-20T22:04:03.116242Z,531,C92BA3A3,1400,52,Male,Asian,Korea,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6492204122a7591c28c5d942,646d038cce3ffb51e477bdb8,APPROVED,2023-06-20T21:55:17.057000Z,2023-06-20T22:07:25.847000Z,2023-06-21T14:48:46.608000,2023-06-20T22:07:26.432316Z,729,C92BA3A3,222,36,Male,White,United States,United States,United States,English,No,Part-Time
64922057f02a5f1753f06e87,648786bd2c580f666fb051cd,APPROVED,2023-06-20T21:55:41.896000Z,2023-06-20T22:09:06.348000Z,2023-06-21T14:49:11.462000,2023-06-20T22:09:09.893553Z,805,C92BA3A3,24,48,Female,Black,United States,United States,United States,English,No,DATA_EXPIRED
64922099136d02830f098ec0,63e554b7631c8ec3ce069e32,APPROVED,2023-06-20T21:56:44.414000Z,2023-06-20T22:03:41.082000Z,2023-06-21T14:48:46.786000,2023-06-20T22:03:41.805228Z,417,C92BA3A3,797,46,Male,Asian,Lao People's Democratic Republic,United States,United States,Laotian,No,Unemployed (and job seeking)
649220ead78d96e8344c4f39,5ef05a7425018a31e8bb3c68,APPROVED,2023-06-20T21:58:04.954000Z,2023-06-20T22:18:25.152000Z,2023-06-21T14:49:11.615000,2023-06-20T22:18:26.045185Z,1221,C92BA3A3,1477,48,Female,White,United States,United States,United States,English,No,Full-Time
6492210b01bf67d01292eb28,63018db701af1e167b01eaef,APPROVED,2023-06-20T21:59:30.309000Z,2023-06-20T22:07:12.921000Z,2023-06-21T14:48:46.941000,2023-06-20T22:07:13.535654Z,463,C92BA3A3,714,22,Male,White,United States,United States,United States,English,Yes,DATA_EXPIRED
649221170177fb5a8fd29b6e,63e6fbbb06dfbbad96f35f76,APPROVED,2023-06-20T21:58:56.765000Z,2023-06-20T22:07:15.904000Z,2023-06-21T14:48:47.138000,2023-06-20T22:07:20.651954Z,500,C92BA3A3,406,30,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
64922131d5ccd496c531710e,633a8be44f23dc34d88d3f45,APPROVED,2023-06-20T22:00:08.713000Z,2023-06-20T22:04:33.332000Z,2023-06-21T14:48:47.308000,2023-06-20T22:04:33.939269Z,265,C92BA3A3,148,48,Male,White,United States,United States,United States,English,No,Full-Time
649221419ba37c97f01f2c06,610ad21c0586bfb21376e859,APPROVED,2023-06-20T21:59:37.006000Z,2023-06-20T22:11:38.677000Z,2023-06-21T14:49:11.761000,2023-06-20T22:11:39.842594Z,722,C92BA3A3,834,31,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
649221479fc2a73cc1a4ae39,5e100b4114ae63714171234d,APPROVED,2023-06-20T21:59:38.670000Z,2023-06-20T22:06:13.109000Z,2023-06-21T14:49:11.937000,2023-06-20T22:06:13.640594Z,395,C92BA3A3,487,29,Female,Mixed,United States,United States,United States,English,Yes,DATA_EXPIRED
64922166521b3449fb0f313a,62c9c0f4d7ea4a24b86d445d,APPROVED,2023-06-20T22:00:08.909000Z,2023-06-20T22:05:22Z,2023-06-21T14:48:47.471000,2023-06-20T22:05:22.524674Z,314,C92BA3A3,1716,26,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
6492218b266b4b197e24c695,5bb9ed46ecdd5e0001603021,APPROVED,2023-06-20T22:00:48.683000Z,2023-06-20T22:04:57.043000Z,2023-06-21T14:49:12.089000,2023-06-20T22:04:57.589362Z,249,C92BA3A3,3921,42,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
649221b8a455ede187656843,63bd820bcf5691fc2afc74c5,APPROVED,2023-06-20T22:01:40.052000Z,2023-06-20T22:09:24.072000Z,2023-06-21T14:49:12.251000,2023-06-20T22:09:24.607406Z,465,C92BA3A3,3,36,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
649221df2c31797a6ebe00e9,5cf8318919f4a3001a24221e,APPROVED,2023-06-20T22:02:09.544000Z,2023-06-20T22:12:07.412000Z,2023-06-21T14:49:12.403000,2023-06-20T22:12:09.028086Z,598,C92BA3A3,1725,33,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64922222de12cdbe8c703f70,63d408a690705bd9c54c50a6,APPROVED,2023-06-20T22:03:28.304000Z,2023-06-20T22:26:20.421000Z,2023-06-21T14:49:12.560000,2023-06-20T22:26:20.925585Z,1373,C92BA3A3,460,38,Female,White,United States,United States,United States,English,Yes,Part-Time
64922232fec04d15a9366b84,5bf571f03508750001423e07,APPROVED,2023-06-20T22:03:34.427000Z,2023-06-20T22:19:29.218000Z,2023-06-21T14:48:47.637000,2023-06-20T22:19:30.044840Z,955,C92BA3A3,733,25,Male,Other,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
649222466c135daa47b61b1b,5ecfc210a046ca029c6992ff,APPROVED,2023-06-20T22:03:53.160000Z,2023-06-20T22:09:26.729000Z,2023-06-21T14:48:47.809000,2023-06-20T22:09:27.240486Z,334,C92BA3A3,169,21,Male,Asian,United States,United States,United States,English,Yes,DATA_EXPIRED
64922266025b6218d5fe73d5,5fe26fc7f314ef64fb7328a9,APPROVED,2023-06-20T22:04:29.240000Z,2023-06-20T22:08:54.132000Z,2023-06-21T14:49:12.715000,2023-06-20T22:08:58.167954Z,265,C92BA3A3,524,20,Female,White,United States,United States,United States,English,Yes,Part-Time
64922267db99e8e23bae9a03,63ed3c71811f2a4a5e54bd75,APPROVED,2023-06-20T22:04:29.016000Z,2023-06-20T22:10:48.182000Z,2023-06-21T14:48:47.980000,2023-06-20T22:10:48.772239Z,380,C92BA3A3,673,51,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
6492229a06bfecdd0a6e5db1,577f70d1454e5400015f1845,APPROVED,2023-06-20T22:05:17.761000Z,2023-06-20T22:14:16.356000Z,2023-06-21T14:48:48.136000,2023-06-20T22:14:16.810523Z,539,C92BA3A3,4800,63,Male,DATA_EXPIRED,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
649222a630ffc14c2b92eb24,60b69129f584ee4e38acf2a0,APPROVED,2023-06-20T22:05:37.361000Z,2023-06-20T22:16:52.131000Z,2023-06-21T14:48:48.289000,2023-06-20T22:16:52.570318Z,675,C92BA3A3,1754,43,Male,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
649222a7a1cbafda608b9865,60f46682834fb265e0ecebcd,APPROVED,2023-06-20T22:05:31.944000Z,2023-06-20T22:10:50.756000Z,2023-06-21T14:49:12.865000,2023-06-20T22:10:58.575975Z,319,C92BA3A3,480,25,Female,White,United States,United States,United States,English,No,Full-Time
649222a971bdde7ebda1c04a,610b29c5da46d4a47c635560,APPROVED,2023-06-20T22:05:31.752000Z,2023-06-20T22:10:56.849000Z,2023-06-21T14:49:13.017000,2023-06-20T22:10:58.716509Z,326,C92BA3A3,805,23,Female,White,Kenya,United States,United States,English,Yes,Full-Time
649222b1cce188a4f4264601,62b0b6c050a175081568bf35,APPROVED,2023-06-20T22:05:44.056000Z,2023-06-20T22:13:10.030000Z,2023-06-21T14:48:48.441000,2023-06-20T22:13:10.476953Z,446,C92BA3A3,1925,45,Male,White,United States,United States,United States,English,No,Full-Time
649222f4c126cef0b6adaacc,62bd42b72c2ccddf753b655b,APPROVED,2023-06-20T22:06:50.726000Z,2023-06-20T22:16:14.335000Z,2023-06-21T14:49:13.171000,2023-06-20T22:16:14.850356Z,564,C92BA3A3,1091,60,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
649223096c135daa47b61b41,5d166f8340218700169a0814,APPROVED,2023-06-20T22:07:08.168000Z,2023-06-20T22:11:59.092000Z,2023-06-21T14:48:48.614000,2023-06-20T22:11:59.829783Z,291,C92BA3A3,2505,25,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
6492230a285773b0bcfbded9,622a0e68dcf4dd091bd39819,APPROVED,2023-06-20T22:07:10.932000Z,2023-06-20T22:16:45.504000Z,2023-06-21T14:49:13.331000,2023-06-20T22:16:46.142327Z,575,C92BA3A3,479,62,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6492238755f46fc3b53495e8,5beb92fbe0a3940001543d8c,APPROVED,2023-06-20T22:09:16.691000Z,2023-06-20T22:19:08.822000Z,2023-06-21T14:49:13.480000,2023-06-20T22:19:09.597383Z,593,C92BA3A3,3345,60,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6492238bdeb11a99c4987104,640145407461b053d9e939a2,APPROVED,2023-06-20T22:09:22.772000Z,2023-06-20T22:14:21.594000Z,2023-06-21T14:49:13.658000,2023-06-20T22:14:23.263572Z,299,C92BA3A3,438,28,Female,White,United States,United States,United States,English,Yes,DATA_EXPIRED
649223aaf6b46c8828e06d8a,5efb73f7e70e7b0d70041686,APPROVED,2023-06-20T22:09:51.530000Z,2023-06-20T22:16:12.380000Z,2023-06-21T14:48:48.786000,2023-06-20T22:16:12.859956Z,381,C92BA3A3,33,23,Male,DATA_EXPIRED,United States,United States,United States,English,No,DATA_EXPIRED
649223f39fef032956a23208,5f8a144c0c41e30b8cda4a73,APPROVED,2023-06-20T22:11:02.310000Z,2023-06-20T22:15:33.829000Z,2023-06-21T14:49:13.820000,2023-06-20T22:15:36.874034Z,272,C92BA3A3,1325,22,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
649224019313ccf21635747e,5ec9fc1650b79c158be48421,APPROVED,2023-06-20T22:11:17.357000Z,2023-06-20T22:18:04.655000Z,2023-06-21T14:49:13.976000,2023-06-20T22:18:05.759162Z,408,C92BA3A3,1610,47,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
649224033e6dbf21ea00816f,612c6bd26f5f81c5765989d9,APPROVED,2023-06-20T22:20:51.798000Z,2023-06-20T22:32:47.259000Z,2023-06-21T14:48:48.941000,2023-06-20T22:32:47.765613Z,716,C92BA3A3,1317,31,Male,Other,United States,United States,United States,English,No,Other
6492240b0cd1af3da2f5eae6,63d1597fdb4c616b6826bf66,APPROVED,2023-06-20T22:11:29.405000Z,2023-06-20T22:17:53.050000Z,2023-06-21T14:49:14.143000,2023-06-20T22:17:53.575860Z,384,C92BA3A3,110,35,Female,White,United States,United States,United States,English,No,Full-Time
649224103b8956516a38ee0a,641361951f32a46c07479b33,APPROVED,2023-06-20T22:11:31.765000Z,2023-06-20T22:15:59.167000Z,2023-06-21T14:49:14.297000,2023-06-20T22:15:59.779971Z,268,C92BA3A3,593,36,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6492242482536c050ce2dfc6,5e3730e29367056cd1c6f168,APPROVED,2023-06-20T22:12:00.140000Z,2023-06-20T22:33:51.562000Z,2023-06-21T14:49:14.451000,2023-06-20T22:33:52.016052Z,1312,C92BA3A3,2167,62,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64922436f6b46c8828e06d9f,56f59251736c79000c2241f7,APPROVED,2023-06-20T22:12:11.690000Z,2023-06-20T22:17:26.763000Z,2023-06-21T14:48:49.117000,2023-06-20T22:17:27.302940Z,316,C92BA3A3,4795,33,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64922463a1b4c914151f2c78,60b920092f753b3c7056649f,APPROVED,2023-06-20T22:12:56.656000Z,2023-06-20T22:17:22.315000Z,2023-06-21T14:49:14.625000,2023-06-20T22:17:22.765352Z,266,C92BA3A3,553,30,Female,White,United States,United States,United States,English,Yes,DATA_EXPIRED
649224ac1c8c866cb45e16d5,60fe076cdaf85311b32cb6a0,APPROVED,2023-06-20T22:14:10.156000Z,2023-06-20T22:21:37.184000Z,2023-06-21T14:49:14.781000,2023-06-20T22:21:37.673045Z,448,C92BA3A3,2167,61,Female,White,United States,United States,United States,English,No,Part-Time
649224b1b09687eda851ea95,5d1c0e818d27eb0016164015,APPROVED,2023-06-20T22:14:13.641000Z,2023-06-20T22:19:10.209000Z,2023-06-21T14:48:49.280000,2023-06-20T22:19:11.442526Z,297,C92BA3A3,562,28,Male,White,United States,United States,United States,English,No,Part-Time
649224bcd0ac267c29fbde9a,63c32f671ec650018875f3ee,APPROVED,2023-06-20T22:14:24.712000Z,2023-06-20T22:30:30.652000Z,2023-06-21T14:48:49.440000,2023-06-20T22:30:31.161547Z,966,C92BA3A3,546,49,Male,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
649224bd1fac1e3f394c4f0e,5acb69b70527ba0001c25872,APPROVED,2023-06-20T22:14:25.197000Z,2023-06-20T22:19:50.706000Z,2023-06-21T14:49:14.955000,2023-06-20T22:19:51.205340Z,326,C92BA3A3,342,27,Female,White,United States,United States,United States,English,No,Part-Time
649225054308d56a6f2385e0,641b75662ac773952a58da70,APPROVED,2023-06-20T22:15:37.514000Z,2023-06-20T22:21:44.820000Z,2023-06-21T14:48:49.619000,2023-06-20T22:21:45.324048Z,368,C92BA3A3,438,19,Male,White,DATA_EXPIRED,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6492250aadd3d08690e06dac,6400de8f305c51d03c2a9a0e,APPROVED,2023-06-20T22:15:42.737000Z,2023-06-20T22:22:56.623000Z,2023-06-21T14:48:49.787000,2023-06-20T22:22:57.297790Z,434,C92BA3A3,412,37,Male,Other,United States,United States,United States,English,No,Full-Time
649225270cd1af3da2f5eb23,5dbe8324d5b87636af31cf4f,APPROVED,2023-06-20T22:16:12.548000Z,2023-06-20T22:22:02.261000Z,2023-06-21T14:49:15.110000,2023-06-20T22:22:03.493216Z,350,C92BA3A3,463,40,Female,Mixed,United States,United States,United States,English,No,Full-Time
6492252db82b485ef6b61b79,63c729dc513a1d0918f99d98,APPROVED,2023-06-20T22:16:17.808000Z,2023-06-20T22:29:56.349000Z,2023-06-21T14:49:15.272000,2023-06-20T22:29:56.948058Z,819,C92BA3A3,542,75,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
64922546234afdafbf9317b4,5ffbadd9f4b3010c51dbdfe7,APPROVED,2023-06-20T22:16:44.790000Z,2023-06-20T22:52:55.356000Z,2023-06-21T14:48:49.986000,2023-06-20T22:52:57.563250Z,2171,C92BA3A3,185,21,Male,Black,United States,United States,United States,English,Yes,DATA_EXPIRED
6492257104c487ba195c9d05,5a91877e777df200015fa0f5,APPROVED,2023-06-20T22:17:26.847000Z,2023-06-20T22:24:01.903000Z,2023-06-21T14:49:15.423000,2023-06-20T22:24:02.356781Z,396,NOCODE,2497,DATA_EXPIRED,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6492257860a19e4e38357479,644af405d31dd25adf037157,REJECTED,2023-06-20T22:17:34.683000Z,2023-06-20T22:27:37.023000Z,2023-06-21T03:21:42.731000Z,2023-06-20T22:27:37.999000Z,603,C92BA3A3,459,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
64922586bab3ddddfd3c89dd,5d2a1650ebdfd5000127d9c7,APPROVED,2023-06-20T22:17:44.669000Z,2023-06-20T22:22:31.101000Z,2023-06-21T14:49:15.577000,2023-06-20T22:22:31.902345Z,287,C92BA3A3,152,25,Female,White,United States,United States,United States,English,Yes,Full-Time
6492258bedc9ccd643a1c016,5e976f67be609822f1146463,APPROVED,2023-06-20T22:20:32.801000Z,2023-06-20T22:34:25.978000Z,2023-06-21T14:48:50.153000,2023-06-20T22:34:28.624259Z,834,C92BA3A3,3638,52,Male,White,United States,United States,United States,English,No,Part-Time
6492259572a75640880f3136,5f4f93bcb46af5055714d433,APPROVED,2023-06-20T22:18:02.668000Z,2023-06-20T22:34:00.474000Z,2023-06-21T14:49:15.727000,2023-06-20T22:34:01.100820Z,958,C92BA3A3,1395,57,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
